Training Record ID,Induction Date ,Project Title,Project Set Date,Project Completion Date,Project Due Date,Project Submission Date
31349,29/01/2021,Business Operation,22/06/2021,20/07/2021,09/07/2021,09/07/2021
31349,29/01/2021,Data,27/07/2022,,29/07/2022,29/07/2022
31349,29/01/2021,Data,01/08/2022,03/08/2022,02/08/2022,02/08/2022
31349,29/01/2021,Deployment,21/03/2022,,18/04/2022,05/04/2022
31349,29/01/2021,Deployment,24/05/2022,,17/06/2022,17/06/2022
31349,29/01/2021,Deployment,06/07/2022,22/07/2022,08/07/2022,08/07/2022
31349,29/01/2021,Design,20/07/2022,01/08/2022,29/07/2022,27/07/2022
31349,29/01/2021,Development Lifecycle,24/06/2022,,08/07/2022,08/07/2022
31349,29/01/2021,Development Lifecycle,13/07/2022,,15/07/2022,19/07/2022
31349,29/01/2021,Development Lifecycle,20/07/2022,29/07/2022,22/07/2022,21/07/2022
31349,29/01/2021,Logic,25/10/2021,,01/03/2022,21/02/2022
31349,29/01/2021,Logic,22/02/2022,,10/03/2022,10/03/2022
31349,29/01/2021,Logic,15/03/2022,14/04/2022,21/03/2022,21/03/2022
31349,29/01/2021,Operational Requirements,10/02/2021,,02/03/2021,09/03/2021
31349,29/01/2021,Operational Requirements,16/03/2021,12/04/2021,23/03/2021,25/03/2021
31349,29/01/2021,Problem Solving,13/09/2021,,10/03/2022,10/03/2022
31349,29/01/2021,Problem Solving,15/03/2022,14/04/2022,22/03/2022,21/03/2022
31349,29/01/2021,Service Level Agreements,22/04/2021,,16/07/2021,16/07/2021
31349,29/01/2021,Service Level Agreements,20/07/2021,,09/08/2021,09/08/2021
31349,29/01/2021,Service Level Agreements,25/08/2021,02/11/2021,29/10/2021,25/10/2021
31349,29/01/2021,Testing,13/07/2022,,15/07/2022,19/07/2022
31349,29/01/2021,Testing,20/07/2022,01/08/2022,22/07/2022,22/07/2022
31349,29/01/2021,User Interface,16/07/2021,,03/09/2021,13/09/2021
31349,29/01/2021,User Interface,14/09/2021,02/11/2021,29/10/2021,25/10/2021
31357,29/01/2021,Data Solutions,23/02/2022,,31/03/2022,
31357,29/01/2021,Data Solutions,19/04/2022,,17/06/2022,24/06/2022
31357,29/01/2021,Data Solutions,27/06/2022,22/07/2022,30/06/2022,14/07/2022
31357,29/01/2021,Networks,19/04/2022,28/07/2022,24/06/2022,18/07/2022
31357,29/01/2021,Servers,27/05/2022,28/07/2022,01/07/2022,25/07/2022
31357,29/01/2021,Voice Solutions,10/02/2021,,28/10/2021,17/01/2022
31357,29/01/2021,Voice Solutions,08/02/2022,,15/02/2022,14/03/2022
31357,29/01/2021,Voice Solutions,21/03/2022,,01/04/2022,19/04/2022
31357,29/01/2021,Voice Solutions,19/04/2022,,22/04/2022,26/04/2022
31357,29/01/2021,Voice Solutions,09/05/2022,17/06/2022,13/05/2022,20/05/2022
31474,11/03/2021,Health & Safety,26/04/2021,,14/05/2021,13/05/2021
31474,11/03/2021,Health & Safety,20/05/2021,,11/06/2021,10/06/2021
31474,11/03/2021,Health & Safety,29/06/2021,,02/07/2021,06/07/2021
31474,11/03/2021,Health & Safety,07/07/2021,,14/07/2021,14/07/2021
31474,11/03/2021,Health & Safety,30/07/2021,,06/08/2021,05/08/2021
31474,11/03/2021,Health & Safety,05/08/2021,,13/08/2021,18/08/2021
31474,11/03/2021,Health & Safety,25/08/2021,,02/09/2021,01/09/2021
31474,11/03/2021,Health & Safety,08/09/2021,,29/09/2021,24/09/2021
31474,11/03/2021,Health & Safety,01/10/2021,,08/10/2021,20/10/2021
31474,11/03/2021,Health & Safety,10/11/2021,16/11/2021,10/11/2021,10/11/2021
31474,11/03/2021,Project 1,07/09/2021,,15/10/2021,14/10/2021
31474,11/03/2021,Project 1,20/10/2021,,03/11/2021,11/11/2021
31474,11/03/2021,Project 1,24/11/2021,,03/12/2021,04/12/2021
31474,11/03/2021,Project 1,05/01/2022,06/01/2022,05/01/2022,05/01/2022
31474,11/03/2021,Project 2,19/10/2021,,22/11/2021,22/11/2021
31474,11/03/2021,Project 2,24/11/2021,,03/12/2021,04/12/2021
31474,11/03/2021,Project 2,07/12/2021,,19/01/2022,19/01/2022
31474,11/03/2021,Project 2,07/02/2022,,09/02/2022,07/02/2022
31474,11/03/2021,Project 2,09/02/2022,,24/02/2022,24/02/2022
31474,11/03/2021,Project 2,02/03/2022,,11/03/2022,14/03/2022
31474,11/03/2021,Project 2,21/03/2022,,25/03/2022,24/03/2022
31474,11/03/2021,Project 2,30/03/2022,14/04/2022,01/04/2022,01/04/2022
31474,11/03/2021,Project 3,11/01/2022,,27/01/2022,27/01/2022
31474,11/03/2021,Project 3,02/02/2022,,04/02/2022,07/02/2022
31474,11/03/2021,Project 3,09/02/2022,,14/02/2022,22/02/2022
31474,11/03/2021,Project 3,23/02/2022,,08/03/2022,01/03/2022
31474,11/03/2021,Project 3,07/03/2022,,09/03/2022,09/03/2022
31474,11/03/2021,Project 3,13/04/2022,17/04/2022,13/04/2022,13/04/2022
31474,11/03/2021,Project 4,24/02/2022,,01/04/2022,01/04/2022
31474,11/03/2021,Project 4,01/04/2022,17/04/2022,11/04/2022,11/04/2022
31474,11/03/2021,Project 5,19/04/2022,22/04/2022,20/04/2022,20/04/2022
31474,11/03/2021,WEEE,01/04/2021,,26/04/2021,26/04/2021
31474,11/03/2021,WEEE,28/04/2021,11/05/2021,14/05/2021,07/05/2021
31511,23/03/2021,Analysing Data Workplace Project 1,11/08/2021,,15/10/2021,15/10/2021
31511,23/03/2021,Analysing Data Workplace Project 1,21/10/2021,,05/11/2021,05/11/2021
31511,23/03/2021,Analysing Data Workplace Project 1,10/11/2021,,17/11/2021,29/11/2021
31511,23/03/2021,Analysing Data Workplace Project 1,07/01/2022,19/01/2022,13/01/2022,10/01/2022
31511,23/03/2021,Analysing Data Workplace Project 1,17/11/2022,,17/11/2022,17/11/2022
31511,23/03/2021,Analysing Data Workplace Project 1,11/01/2023,25/01/2023,31/01/2023,24/01/2023
31511,23/03/2021,Analysing Data Workplace Project 2,13/01/2022,,01/07/2022,19/08/2022
31511,23/03/2021,Analysing Data Workplace Project 2,16/09/2022,,23/09/2022,28/09/2022
31511,23/03/2021,Analysing Data Workplace Project 2,11/01/2023,25/01/2023,31/01/2023,24/01/2023
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 1,12/05/2021,,30/06/2021,29/06/2021
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 1,02/07/2021,,16/07/2021,09/09/2021
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 1,08/10/2021,19/01/2022,10/12/2021,10/01/2022
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 1,28/09/2022,,28/09/2022,28/09/2022
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 1,11/01/2023,24/01/2023,31/01/2023,31/01/2023
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 2,13/01/2022,,30/09/2022,16/09/2022
31511,23/03/2021,Collecting & Cleansing Data Workplace Project 2,11/01/2023,24/01/2023,31/01/2023,31/01/2023
31511,23/03/2021,Data Architecture & Processes Workplace Project,23/03/2021,,20/04/2021,20/04/2021
31511,23/03/2021,Data Architecture & Processes Workplace Project,11/05/2021,,18/05/2021,19/05/2021
31511,23/03/2021,Data Architecture & Processes Workplace Project,20/05/2021,09/06/2021,03/06/2021,04/06/2021
31511,23/03/2021,Over & above,01/11/2022,25/01/2023,24/01/2023,24/01/2023
31511,23/03/2021,Reporting Data Workplace Project 1,11/11/2021,,21/01/2022,14/01/2022
31511,23/03/2021,Reporting Data Workplace Project 1,28/01/2022,10/03/2022,09/02/2022,23/02/2022
31511,23/03/2021,Reporting Data Workplace Project 1,17/11/2022,,17/11/2022,17/11/2022
31511,23/03/2021,Reporting Data Workplace Project 1,11/01/2023,24/01/2023,31/01/2023,31/01/2023
31511,23/03/2021,Reporting Data Workplace Project 2,13/01/2022,,20/05/2022,12/08/2022
31511,23/03/2021,Reporting Data Workplace Project 2,28/09/2022,,28/09/2022,28/09/2022
31511,23/03/2021,Reporting Data Workplace Project 2,17/11/2022,,17/11/2022,17/11/2022
31511,23/03/2021,Reporting Data Workplace Project 2,11/01/2023,24/01/2023,31/01/2023,31/01/2023
31523,23/03/2021,Analysing Data Workplace Project 1,11/08/2021,,22/09/2021,07/09/2021
31523,23/03/2021,Analysing Data Workplace Project 1,08/10/2021,,25/10/2021,25/10/2021
31523,23/03/2021,Analysing Data Workplace Project 1,08/11/2021,07/01/2022,22/11/2021,01/12/2021
31523,23/03/2021,Analysing Data Workplace Project 2,09/09/2021,,03/12/2021,03/12/2021
31523,23/03/2021,Analysing Data Workplace Project 2,16/12/2021,,07/01/2022,06/01/2022
31523,23/03/2021,Analysing Data Workplace Project 2,14/01/2022,04/02/2022,28/01/2022,18/01/2022
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,12/05/2021,,09/06/2021,02/06/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,24/06/2021,,08/07/2021,08/07/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,28/07/2021,,11/08/2021,26/08/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,01/10/2021,,15/10/2021,
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,01/10/2021,,15/10/2021,14/10/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 1,15/10/2021,02/12/2021,29/10/2021,18/10/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 2,21/06/2021,,02/08/2021,26/07/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 2,17/08/2021,,24/08/2021,24/08/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 2,24/08/2021,,31/08/2021,31/08/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 2,13/09/2021,,28/09/2021,28/09/2021
31523,23/03/2021,Collecting & Cleansing Data Workplace Project 2,12/10/2021,15/11/2021,26/10/2021,18/10/2021
31523,23/03/2021,Data Architecture & Processes Workplace Project,23/03/2021,,13/04/2021,12/04/2021
31523,23/03/2021,Data Architecture & Processes Workplace Project,06/05/2021,02/07/2021,13/05/2021,13/05/2021
31523,23/03/2021,Reporting Data Workplace Project 1,11/11/2021,,21/01/2022,20/01/2022
31523,23/03/2021,Reporting Data Workplace Project 1,28/01/2022,,11/02/2022,01/02/2022
31523,23/03/2021,Reporting Data Workplace Project 1,04/03/2022,04/03/2022,04/03/2022,04/03/2022
31523,23/03/2021,Reporting Data Workplace Project 2,13/01/2022,,17/02/2022,10/02/2022
31523,23/03/2021,Reporting Data Workplace Project 2,04/03/2022,,22/07/2022,18/08/2022
31523,23/03/2021,Reporting Data Workplace Project 2,14/09/2022,21/09/2022,14/09/2022,14/09/2022
31524,24/03/2021,Analysis,01/09/2021,,01/10/2021,27/09/2021
31524,24/03/2021,Analysis,01/10/2021,19/10/2021,06/10/2021,06/10/2021
31524,24/03/2021,Business Operation,23/07/2021,,17/09/2021,20/09/2021
31524,24/03/2021,Business Operation,23/09/2021,,13/10/2021,16/11/2021
31524,24/03/2021,Business Operation,17/11/2021,,23/11/2021,29/11/2021
31524,24/03/2021,Business Operation,01/12/2021,,08/12/2021,15/12/2021
31524,24/03/2021,Business Operation,16/12/2021,18/01/2022,03/01/2022,04/01/2022
31524,24/03/2021,Data,25/05/2022,,08/07/2022,21/07/2022
31524,24/03/2021,Data,28/07/2022,10/08/2022,01/08/2022,01/08/2022
31524,24/03/2021,Deployment,22/04/2022,,20/05/2022,23/05/2022
31524,24/03/2021,Deployment,31/05/2022,17/06/2022,09/06/2022,09/06/2022
31524,24/03/2021,Design,15/11/2021,,03/03/2022,02/03/2022
31524,24/03/2021,Design,03/03/2022,30/03/2022,07/03/2022,08/03/2022
31524,24/03/2021,Development Lifecycle,17/11/2021,,23/11/2021,22/11/2021
31524,24/03/2021,Development Lifecycle,09/12/2021,,16/12/2021,15/12/2021
31524,24/03/2021,Development Lifecycle,16/12/2021,13/01/2022,03/01/2022,15/12/2021
31524,24/03/2021,Logic,15/12/2021,,14/01/2022,11/01/2022
31524,24/03/2021,Logic,20/01/2022,,31/01/2022,01/03/2022
31524,24/03/2021,Logic,03/03/2022,,10/03/2022,08/03/2022
31524,24/03/2021,Logic,08/03/2022,15/04/2022,11/03/2022,17/03/2022
31524,24/03/2021,Operational Requirements,06/04/2021,,04/05/2021,14/05/2021
31524,24/03/2021,Operational Requirements,14/05/2021,,18/05/2021,03/06/2021
31524,24/03/2021,Operational Requirements,11/06/2021,29/06/2021,11/06/2021,11/06/2021
31524,24/03/2021,Problem Solving,02/03/2022,,23/03/2022,23/03/2022
31524,24/03/2021,Problem Solving,24/03/2022,,01/04/2022,04/04/2022
31524,24/03/2021,Problem Solving,05/04/2022,,11/04/2022,19/04/2022
31524,24/03/2021,Problem Solving,26/04/2022,,13/05/2022,13/05/2022
31524,24/03/2021,Problem Solving,30/06/2022,12/07/2022,30/06/2022,30/06/2022
31524,24/03/2021,Service Level Agreements,22/04/2022,,09/05/2022,22/04/2022
31524,24/03/2021,Service Level Agreements,26/04/2022,17/06/2022,26/05/2022,30/05/2022
31524,24/03/2021,Testing,02/03/2022,,23/03/2022,23/03/2022
31524,24/03/2021,Testing,24/03/2022,,01/04/2022,04/04/2022
31524,24/03/2021,Testing,05/04/2022,,11/04/2022,19/04/2022
31524,24/03/2021,Testing,26/04/2022,,13/05/2022,13/05/2022
31524,24/03/2021,Testing,30/06/2022,12/07/2022,30/06/2022,30/06/2022
31524,24/03/2021,User Interface,14/05/2021,,28/05/2021,03/06/2021
31524,24/03/2021,User Interface,21/06/2021,,29/07/2021,30/08/2021
31524,24/03/2021,User Interface,02/09/2021,,03/09/2021,03/09/2021
31524,24/03/2021,User Interface,22/09/2021,20/10/2021,07/10/2021,07/10/2021
31526,24/03/2021,Analysis,02/11/2021,,23/11/2021,29/11/2021
31526,24/03/2021,Analysis,01/12/2021,10/03/2022,26/01/2022,21/02/2022
31526,24/03/2021,Business Operation,24/01/2022,,11/03/2022,17/03/2022
31526,24/03/2021,Business Operation,22/03/2022,13/07/2022,17/06/2022,24/06/2022
31526,24/03/2021,Data,24/06/2021,,31/08/2022,15/08/2022
31526,24/03/2021,Data,24/08/2022,,25/08/2022,26/08/2022
31526,24/03/2021,Data,31/08/2022,,07/09/2022,05/09/2022
31526,24/03/2021,Data,06/09/2022,16/09/2022,07/09/2022,08/09/2022
31526,24/03/2021,Deployment,27/06/2022,,27/06/2022,27/06/2022
31526,24/03/2021,Deployment,30/06/2022,,04/07/2022,06/07/2022
31526,24/03/2021,Deployment,13/07/2022,,19/07/2022,08/08/2022
31526,24/03/2021,Deployment,17/08/2022,02/09/2022,19/08/2022,19/08/2022
31526,24/03/2021,Design,19/04/2022,,03/05/2022,30/05/2022
31526,24/03/2021,Design,08/06/2022,30/06/2022,17/06/2022,24/06/2022
31526,24/03/2021,Development Lifecycle,13/08/2021,,17/09/2021,27/09/2021
31526,24/03/2021,Development Lifecycle,13/10/2021,,02/11/2021,20/11/2021
31526,24/03/2021,Development Lifecycle,01/12/2021,28/01/2022,15/12/2021,11/01/2022
31526,24/03/2021,Logic,19/07/2021,,30/07/2021,06/08/2021
31526,24/03/2021,Logic,12/08/2021,,17/08/2021,08/09/2021
31526,24/03/2021,Logic,06/10/2021,,11/10/2021,29/10/2021
31526,24/03/2021,Logic,05/11/2021,18/01/2022,12/11/2021,13/12/2021
31526,24/03/2021,Operational Requirements,06/04/2021,,20/04/2021,21/04/2021
31526,24/03/2021,Operational Requirements,22/04/2021,05/05/2021,26/04/2021,26/04/2021
31526,24/03/2021,Problem Solving,21/05/2021,,07/06/2021,21/06/2021
31526,24/03/2021,Problem Solving,23/06/2021,,09/07/2021,29/07/2021
31526,24/03/2021,Problem Solving,04/08/2021,11/08/2021,09/08/2021,09/08/2021
31526,24/03/2021,Service Level Agreements,11/07/2022,,22/07/2022,26/07/2022
31526,24/03/2021,Service Level Agreements,17/08/2022,,24/08/2022,24/08/2022
31526,24/03/2021,Service Level Agreements,31/08/2022,,07/09/2022,05/09/2022
31526,24/03/2021,Service Level Agreements,07/09/2022,16/09/2022,07/09/2022,07/09/2022
31526,24/03/2021,Testing,22/08/2022,,01/09/2022,01/09/2022
31526,24/03/2021,Testing,06/09/2022,,07/09/2022,06/09/2022
31526,24/03/2021,Testing,07/09/2022,16/09/2022,07/09/2022,08/09/2022
31526,24/03/2021,User Interface,22/08/2022,,06/09/2022,06/09/2022
31526,24/03/2021,User Interface,07/09/2022,,07/09/2022,07/09/2022
31526,24/03/2021,User Interface,09/09/2022,16/09/2022,09/09/2022,09/09/2022
31527,24/03/2021,Core Activity 1,12/04/2021,,07/05/2021,07/05/2021
31527,24/03/2021,Core Activity 1,19/05/2021,,18/06/2021,17/06/2021
31527,24/03/2021,Core Activity 1,30/06/2021,,07/07/2021,07/07/2021
31527,24/03/2021,Core Activity 1,21/07/2021,,30/09/2021,30/09/2021
31527,24/03/2021,Core Activity 1,06/10/2021,12/11/2021,13/10/2021,15/10/2021
31527,24/03/2021,Core Activity 2,08/07/2021,,08/09/2021,20/09/2021
31527,24/03/2021,Core Activity 2,06/10/2021,,13/10/2021,15/10/2021
31527,24/03/2021,Core Activity 2,03/11/2021,,12/11/2021,12/11/2021
31527,24/03/2021,Core Activity 2,01/12/2021,14/01/2022,15/12/2021,15/12/2021
31527,24/03/2021,Core Activity 3,16/12/2021,,18/02/2022,21/02/2022
31527,24/03/2021,Core Activity 3,09/03/2022,,23/03/2022,25/03/2022
31527,24/03/2021,Core Activity 3,06/04/2022,,22/04/2022,25/04/2022
31527,24/03/2021,Core Activity 3,29/04/2022,,05/05/2022,13/05/2022
31527,24/03/2021,Core Activity 3,01/06/2022,,30/08/2022,30/08/2022
31527,24/03/2021,Core Activity 3,29/09/2022,06/12/2022,03/10/2022,05/10/2022
31527,24/03/2021,Core Activity 4,30/09/2021,,20/10/2021,20/10/2021
31527,24/03/2021,Core Activity 4,19/11/2021,,25/11/2021,29/11/2021
31527,24/03/2021,Core Activity 4,17/12/2021,28/01/2022,07/01/2022,04/01/2022
31527,24/03/2021,Risk Analyst Activity 1,29/04/2022,,08/07/2022,12/07/2022
31527,24/03/2021,Risk Analyst Activity 1,22/07/2022,,29/07/2022,10/08/2022
31527,24/03/2021,Risk Analyst Activity 1,29/09/2022,06/12/2022,03/10/2022,05/10/2022
31527,24/03/2021,Risk Analyst Activity 2,08/09/2022,,16/09/2022,16/09/2022
31527,24/03/2021,Risk Analyst Activity 2,16/09/2022,16/09/2022,16/09/2022,16/09/2022
31527,24/03/2021,Risk Analyst Activity 3,18/08/2022,,04/10/2022,04/10/2022
31527,24/03/2021,Risk Analyst Activity 3,05/10/2022,,11/10/2022,11/10/2022
31527,24/03/2021,Risk Analyst Activity 3,26/10/2022,06/12/2022,04/11/2022,10/11/2022
31527,24/03/2021,Risk Analyst Activity 4,22/07/2022,,12/08/2022,12/08/2022
31527,24/03/2021,Risk Analyst Activity 4,17/08/2022,16/09/2022,18/08/2022,18/08/2022
31528,24/03/2021,Core Activity 1,12/04/2021,,07/05/2021,07/05/2021
31528,24/03/2021,Core Activity 1,19/05/2021,,01/06/2021,01/06/2021
31528,24/03/2021,Core Activity 1,02/06/2021,,18/06/2021,23/06/2021
31528,24/03/2021,Core Activity 1,30/06/2021,,03/09/2021,01/10/2021
31528,24/03/2021,Core Activity 1,13/10/2021,,17/12/2021,29/11/2021
31528,24/03/2021,Core Activity 1,17/12/2021,,07/01/2022,11/02/2022
31528,24/03/2021,Core Activity 1,09/03/2022,,14/03/2022,24/03/2022
31528,24/03/2021,Core Activity 1,30/03/2022,,03/05/2022,11/05/2022
31528,24/03/2021,Core Activity 1,25/05/2022,28/06/2022,07/06/2022,14/06/2022
31528,24/03/2021,Core Activity 2,09/07/2021,,23/07/2021,04/08/2021
31528,24/03/2021,Core Activity 2,11/08/2021,,03/09/2021,01/10/2021
31528,24/03/2021,Core Activity 2,13/10/2021,,26/11/2021,20/12/2021
